gene_id	Uniprot	Pfam	Refseq	Nr	Tigrfam	COG	KEGG	Pathway	GO
assembly_00517	Putative TrmH family tRNA/rRNA methyltransferase YacO`	PF00588.16`SpoU_methylase`SpoU rRNA Methylase family;PF08032.9`SpoU_sub_bind`RNA 2'-O ribose methyltransferase substrate binding	WP_002832356.1`23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Pediococcus acidilactici]	TIGR00186`rRNA_methyl_3: RNA methyltransferase, TrmH family, group 3;TIGR00050`rRNA_methyl_1: RNA methyltransferase, TrmH family, group 1;TIGR00185`tRNA_yibK_trmL: tRNA (cytidine(34)-2'-O)-methyltransferase	tRNA G18 (ribose-2'-O)-methylase SpoU`Translation, ribosomal structure and biogenesis`J	-	-	GO:0070039`rRNA (guanosine-2'-O-)-methyltransferase activity`molecular_function;GO:0005829`cytosol`cellular_component;GO:0000453`enzyme-directed rRNA 2'-O-methylation`biological_process;GO:0003723`RNA binding`molecular_function
assembly_01396	-	-	WP_002829785.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00224	Uncharacterized protein RP368`	PF02653.13`BPD_transp_2`Branched-chain amino acid transport system / permease component	WP_024862666.1`branched-chain amino acid ABC transporter permease	branched-chain amino acid ABC transporter permease [Pediococcus acidilactici]	TIGR03622`urea_t_UrtB_arc: urea ABC transporter, permease protein UrtB	ABC-type uncharacterized transport system, permease component`General function prediction only`R	-	-	GO:0022857`transmembrane transporter activity`molecular_function;GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component
assembly_00211	UPF0759 protein YunF`	PF01904.15`DUF72`Protein of unknown function DUF72	WP_005919819.1`DUF72 domain-containing protein	DUF72 domain-containing protein [Pediococcus acidilactici]	-	Uncharacterized conserved protein YecE, DUF72 family`Function unknown`S	-	-	-
assembly_01743	-	-	WP_004166336.1`adhesin	adhesin [Pediococcus acidilactici]	-	-	-	-	-
assembly_01034	Inner membrane transporter YjeM`	PF00324.18`AA_permease`Amino acid permease;PF13520.3`AA_permease_2`Amino acid permease	WP_002831664.1`glutamate/gamma-aminobutyrate family transporter YjeM	glutamate/gamma-aminobutyrate family transporter YjeM [Pediococcus acidilactici]	TIGR04298`his_histam_anti: histidine-histamine antiporter;TIGR00905`2A0302: transporter, basic amino acid/polyamine antiporter (APA) family;TIGR03813`put_Glu_GABA_T: putative glutamate/gamma-aminobutyrate antiporter;TIGR00910`2A0307_GadC: glutamate:gamma-aminobutyrate antiporter	-	-	-	GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component;GO:0022857`transmembrane transporter activity`molecular_function
assembly_01888	-	PF13384.3`HTH_23`Homeodomain-like domain;PF00665.23`rve`Integrase core domain;PF13565.3`HTH_32`Homeodomain-like domain;PF13610.3`DDE_Tnp_IS240`DDE domain;PF13936.3`HTH_38`Helix-turn-helix domain	WP_075140349.1`IS30 family transposase	-	-	-	-	-	-
assembly_01752	Lipoate-protein ligase LplJ`	PF03099.16`BPL_LplA_LipB`Biotin/lipoate A/B protein ligase family;PF10437.6`Lip_prot_lig_C`Bacterial lipoate protein ligase C-terminus	WP_002829437.1`lipoate--protein ligase	lipoate--protein ligase [Pediococcus acidilactici]	TIGR00545`lipoyltrans: lipoyltransferase and lipoate-protein ligase	Lipoate-protein ligase A`Coenzyme transport and metabolism`H	assembly_01752`K03800	Lipoic acid metabolism`ko00785	GO:0005524`ATP binding`molecular_function;GO:0017118`lipoyltransferase activity`molecular_function;GO:0016979`lipoate-protein ligase activity`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0009249`protein lipoylation`biological_process
assembly_01574	IMPACT family member YvyE`	PF09186.8`DUF1949`Domain of unknown function (DUF1949);PF01205.16`UPF0029`Uncharacterized protein family UPF0029	WP_002831111.1`YigZ family protein	YigZ family protein [Pediococcus acidilactici]	TIGR00257`IMPACT_YIGZ: uncharacterized protein, YigZ family	Putative translation regulator, IMPACT (imprinted ancient) protein family`General function prediction only`R	-	-	-
assembly_00837	Copper homeostasis protein CutC`	PF03932.11`CutC`CutC family	WP_005918593.1`copper homeostasis protein CutC	copper homeostasis protein CutC [Pediococcus acidilactici]	-	Copper homeostasis protein CutC`Inorganic ion transport and metabolism`P	-	-	GO:0005737`cytoplasm`cellular_component;GO:0005507`copper ion binding`molecular_function;GO:0006878`cellular copper ion homeostasis`biological_process
assembly_00066	Uncharacterized ABC transporter ATP-binding protein YhcG`	PF13476.3`AAA_23`AAA domain;PF13173.3`AAA_14`AAA domain;PF00005.24`ABC_tran`ABC transporter;PF13191.3`AAA_16`AAA ATPase domain;PF02463.16`SMC_N`RecF/RecN/SMC N terminal domain;PF12128.5`DUF3584`Protein of unknown function (DUF3584);PF13175.3`AAA_15`AAA ATPase domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system	WP_005919932.1`ABC transporter ATP-binding protein	ABC transporter ATP-binding protein [Pediococcus acidilactici]	TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR00630`uvra: excinuclease ABC subunit A;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR00958`3a01208: antigen peptide transporter 2;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR00955`3a01204: pigment precursor permease	ABC-type multidrug transport system, ATPase component`Defense mechanisms`V	-	-	GO:0005524`ATP binding`molecular_function;GO:0016887`ATPase activity`molecular_function
assembly_00909	Uncharacterized ABC transporter ATP-binding protein YxlF`	PF13555.3`AAA_29`P-loop containing region of AAA domain;PF13191.3`AAA_16`AAA ATPase domain;PF00005.24`ABC_tran`ABC transporter;PF02463.16`SMC_N`RecF/RecN/SMC N terminal domain;PF13476.3`AAA_23`AAA domain;PF00931.19`NB-ARC`NB-ARC domain;PF13671.3`AAA_33`AAA domain;PF01695.14`IstB_IS21`IstB-like ATP binding protein;PF00004.26`AAA`ATPase family associated with various cellular activities (AAA);PF13401.3`AAA_22`AAA domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF13175.3`AAA_15`AAA ATPase domain	WP_024863093.1`ABC transporter ATP-binding protein	ABC transporter ATP-binding protein [Pediococcus acidilactici]	TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR00955`3a01204: pigment precursor permease;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00954`3a01203: peroxysomal long chain fatty acyl transporter;TIGR00958`3a01208: antigen peptide transporter 2;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA	ABC-type multidrug transport system, ATPase component`Defense mechanisms`V	-	-	GO:0016887`ATPase activity`molecular_function;GO:0005524`ATP binding`molecular_function
assembly_01463	Transposase for insertion sequence element IS905`	PF13610.3`DDE_Tnp_IS240`DDE domain;PF13592.3`HTH_33`Winged helix-turn helix;PF10551.6`MULE`MULE transposase domain;PF00872.15`Transposase_mut`Transposase, Mutator family;PF03050.11`DDE_Tnp_IS66`Transposase IS66 family	WP_003606325.1`IS256 family transposase	-	-	Transposase (or an inactivated derivative)`Mobilome: prophages, transposons`X	-	-	GO:0006313`transposition, DNA-mediated`biological_process;GO:0004803`transposase activity`molecular_function;GO:0003677`DNA binding`molecular_function
assembly_00856	-	-	-	-	-	-	-	-	-
assembly_01557	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase`	PF01790.15`LGT`Prolipoprotein diacylglyceryl transferase	WP_002829934.1`prolipoprotein diacylglyceryl transferase	prolipoprotein diacylglyceryl transferase [Pediococcus acidilactici]	TIGR00544`lgt: prolipoprotein diacylglyceryl transferase	Prolipoprotein diacylglyceryltransferase`Cell wall/membrane/envelope biogenesis`M	-	-	GO:0005887`integral component of plasma membrane`cellular_component;GO:0042158`lipoprotein biosynthetic process`biological_process;GO:0008961`phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity`molecular_function
assembly_01395	-	-	-	-	-	-	-	-	-
assembly_01227	Response regulator ArlR`	PF00072.21`Response_reg`Response regulator receiver domain;PF00486.25`Trans_reg_C`Transcriptional regulatory protein, C terminal	WP_002831403.1`response regulator transcription factor	response regulator transcription factor [Pediococcus acidilactici]	TIGR02154`PhoB: phosphate regulon transcriptional regulatory protein PhoB;TIGR02875`spore_0_A: sporulation transcription factor Spo0A;TIGR02956`TMAO_torS: TMAO reductase sytem sensor TorS;TIGR03787`marine_sort_RR: proteobacterial dedicated sortase system response regulator;TIGR01387`cztR_silR_copR: heavy metal response regulator;TIGR01818`ntrC: nitrogen regulation protein NR(I)	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain`Signal transduction mechanisms`T	-	-	GO:0003677`DNA binding`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0006355`regulation of transcription, DNA-templated`biological_process;GO:0000160`phosphorelay signal transduction system`biological_process
assembly_00887	-	PF00753.24`Lactamase_B`Metallo-beta-lactamase superfamily;PF03772.13`Competence`Competence protein	WP_024863083.1`DNA internalization-related competence protein ComEC/Rec2	DNA internalization-related competence protein ComEC/Rec2 [Pediococcus acidilactici]	TIGR00360`ComEC_N-term: ComEC/Rec2-related protein;TIGR00361`ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2	-	-	-	-
assembly_00995	Thymidylate synthase`	PF00303.16`Thymidylat_synt`Thymidylate synthase	WP_005917050.1`thymidylate synthase	thymidylate synthase [Pediococcus acidilactici]	TIGR03283`thy_syn_methano: thymidylate synthase, methanogen type;TIGR03284`thym_sym: thymidylate synthase	Thymidylate synthase`Nucleotide transport and metabolism`F	assembly_00995`K00560	One carbon pool by folate`ko00670;Pyrimidine metabolism`ko00240	GO:0006231`dTMP biosynthetic process`biological_process;GO:0005737`cytoplasm`cellular_component;GO:0004799`thymidylate synthase activity`molecular_function;GO:0006235`dTTP biosynthetic process`biological_process
assembly_01639	-	-	WP_002831060.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01325	-	-	WP_004165621.1`hypothetical protein	-	-	-	-	-	-
assembly_01638	Protein DedA`	PF09335.8`SNARE_assoc`SNARE associated Golgi protein	WP_005919616.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	Uncharacterized membrane protein DedA, SNARE-associated domain`Function unknown`S	-	-	GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component
assembly_00876	-	-	WP_024863077.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01735	D-galactosamine-6-phosphate deaminase AgaS`	PF01380.19`SIS`SIS domain	WP_024862834.1`SIS domain-containing protein	SIS domain-containing protein [Pediococcus acidilactici]	TIGR02815`agaS_fam: putative sugar isomerase, AgaS family	Fructoselysine-6-P-deglycase FrlB and related proteins with duplicated sugar isomerase (SIS) domain`Cell wall/membrane/envelope biogenesis`M	-	-	GO:0005975`carbohydrate metabolic process`biological_process;GO:0097367`carbohydrate derivative binding`molecular_function;GO:0016853`isomerase activity`molecular_function;GO:1901135`carbohydrate derivative metabolic process`biological_process;GO:0016787`hydrolase activity`molecular_function
assembly_00838	Uncharacterized protein llmg_2431`	PF10282.6`Lactonase`Lactonase, 7-bladed beta-propeller;PF05694.8`SBP56`56kDa selenium binding protein (SBP56)	WP_024863057.1`lactonase family protein	lactonase family protein [Pediococcus acidilactici]	TIGR03866`PQQ_ABC_repeats: PQQ-dependent catabolism-associated beta-propeller protein	6-phosphogluconolactonase, cycloisomerase 2 family`Carbohydrate transport and metabolism`G	assembly_00838`K07404	Carbon metabolism`ko01200;Pentose phosphate pathway`ko00030	-
assembly_01220	-	PF01966.19`HD`HD domain	WP_024862423.1`hydrolase	hydrolase [Pediococcus acidilactici]	TIGR00277`HDIG: HDIG domain	-	-	-	-
assembly_00735	-	-	-	-	-	-	-	-	-
assembly_00020	Putative hemin import ATP-binding protein HrtA`	PF13481.3`AAA_25`AAA domain;PF01695.14`IstB_IS21`IstB-like ATP binding protein;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF13175.3`AAA_15`AAA ATPase domain;PF02463.16`SMC_N`RecF/RecN/SMC N terminal domain;PF00005.24`ABC_tran`ABC transporter;PF13555.3`AAA_29`P-loop containing region of AAA domain;PF13191.3`AAA_16`AAA ATPase domain;PF13476.3`AAA_23`AAA domain	WP_002829305.1`ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein [Pediococcus acidilactici DSM 20284]	TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR00630`uvra: excinuclease ABC subunit A;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR00954`3a01203: peroxysomal long chain fatty acyl transporter;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00958`3a01208: antigen peptide transporter 2;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR00955`3a01204: pigment precursor permease;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR01257`rim_protein: rim ABC transporter;TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	ABC-type lipoprotein export system, ATPase component`Cell wall/membrane/envelope biogenesis`M	-	-	GO:0005886`plasma membrane`cellular_component;GO:0005524`ATP binding`molecular_function;GO:0016887`ATPase activity`molecular_function
assembly_00984	Cytidylate kinase`	PF01712.16`dNK`Deoxynucleoside kinase;PF13189.3`Cytidylate_kin2`Cytidylate kinase-like family;PF13207.3`AAA_17`AAA domain;PF13238.3`AAA_18`AAA domain;PF02224.15`Cytidylate_kin`Cytidylate kinase;PF01202.19`SKI`Shikimate kinase	WP_005917065.1`(d)CMP kinase	(d)CMP kinase [Pediococcus acidilactici]	TIGR02173`cyt_kin_arch: putative cytidylate kinase;TIGR00017`cmk: cytidylate kinase	Cytidylate kinase`Nucleotide transport and metabolism`F	assembly_00984`K00945	Pyrimidine metabolism`ko00240	GO:0006220`pyrimidine nucleotide metabolic process`biological_process;GO:0005524`ATP binding`molecular_function;GO:0004127`cytidylate kinase activity`molecular_function;GO:0005737`cytoplasm`cellular_component
assembly_01209	Uncharacterized protein YqgN`	PF01812.17`5-FTHF_cyc-lig`5-formyltetrahydrofolate cyclo-ligase family	WP_024862418.1`5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase [Pediococcus acidilactici]	TIGR02727`MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase`Coenzyme transport and metabolism`H	assembly_01209`K01934	One carbon pool by folate`ko00670	GO:0035999`tetrahydrofolate interconversion`biological_process;GO:0005524`ATP binding`molecular_function;GO:0030272`5-formyltetrahydrofolate cyclo-ligase activity`molecular_function;GO:0009396`folic acid-containing compound biosynthetic process`biological_process
assembly_01177	-	-	WP_002831469.1`hypothetical protein	hypothetical protein IV78_GL000164 [Pediococcus acidilactici]	-	-	-	-	-
assembly_01091	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2`	PF13561.3`adh_short_C2`Enoyl-(Acyl carrier protein) reductase;PF08659.7`KR`KR domain;PF01370.18`Epimerase`NAD dependent epimerase/dehydratase family;PF00106.22`adh_short`short chain dehydrogenase	WP_024862366.1`3-oxoacyl-ACP reductase	3-oxoacyl-ACP reductase [Pediococcus acidilactici]	TIGR03206`benzo_BadH: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase;TIGR03971`SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase;TIGR01500`sepiapter_red: sepiapterin reductase;TIGR04504`SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase;TIGR02632`RhaD_aldol-ADH: rhamnulose-1-phosphate aldolase/alcohol dehydrogenase;TIGR01963`PHB_DH: 3-hydroxybutyrate dehydrogenase;TIGR01829`AcAcCoA_reduct: acetoacetyl-CoA reductase;TIGR03325`BphB_TodD: cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase;TIGR02415`23BDH: acetoin reductases;TIGR01830`3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase;TIGR01831`fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase;TIGR01832`kduD: 2-deoxy-D-gluconate 3-dehydrogenase;TIGR04316`dhbA_paeA: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase;TIGR02685`pter_reduc_Leis: pteridine reductase	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family`Lipid transport and metabolism`I	assembly_01091`K00059	Biosynthesis of unsaturated fatty acids`ko01040;Fatty acid biosynthesis`ko00061;Fatty acid metabolism`ko01212;Biotin metabolism`ko00780	GO:0016491`oxidoreductase activity`molecular_function;GO:0006694`steroid biosynthetic process`biological_process
