genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1734	HMPREF9024_01635	VBIPedAci303_1734		237657	237938	-	282		Cell division integral membrane protein, YggT and half-length relatives	FIG01283637	PLF_1253_00011041	PGF_03081665			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1735	HMPREF9024_01636	VBIPedAci303_1735		238014	239336	-	1323		Cell division protein FtsZ	FIG00000145	PLF_1253_00000453	PGF_03520151			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1736	HMPREF9024_01637	VBIPedAci303_1736		239360	240715	-	1356		Cell division protein FtsA	FIG00000385	PLF_1253_00000451	PGF_00843497			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1737	HMPREF9024_01638	VBIPedAci303_1737		240872	241972	-	1101		Cell division protein FtsQ	FIG00021517	PLF_1253_00000107	PGF_03034879			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1738	HMPREF9024_01639	VBIPedAci303_1738		241985	243076	-	1092		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	FIG00047056	PLF_1253_00000767	PGF_03295331	GO:0050511|undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	2.4.1.227|Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	00550|Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1739	HMPREF9024_01640	VBIPedAci303_1739		243073	244467	-	1395		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	FIG00085033	PLF_1253_00000769	PGF_06162930	GO:0008764|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	6.3.2.9|UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1740	HMPREF9024_01641	VBIPedAci303_1740		244480	245436	-	957		Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	FIG00000221	PLF_1253_00000133	PGF_00033359	GO:0008963|phospho-N-acetylmuramoyl-pentapeptide-transferase activity	2.7.8.13|Phospho-N-acetylmuramoyl-pentapeptide-transferase	00550|Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1741	HMPREF9024_01642	VBIPedAci303_1741		245452	247617	-	2166		Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	FIG00046929	PLF_1253_00000106	PGF_10302926	GO:0008955|peptidoglycan glycosyltransferase activity	2.4.1.129|Peptidoglycan glycosyltransferase	00550|Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1742	HMPREF9024_01643	VBIPedAci303_1742		247614	248003	-	390		Cell division protein FtsL	FIG00001060	PLF_1253_00001077	PGF_00986107			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1743	HMPREF9024_01644	VBIPedAci303_1743		248010	248963	-	954		16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	FIG00000172	PLF_1253_00000046	PGF_02390924		2.1.1.199|16S rRNA (cytosine(1402)-N(4))-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1744	HMPREF9024_01645	VBIPedAci303_1744		248969	249400	-	432		Transcriptional regulator MraZ	FIG00000547	PLF_1253_00000455	PGF_01420802			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1745		VBIPedAci303_1745		249645	249773	+	129		hypothetical protein	FIG00906660	PLF_1253_00001110	PGF_02753281			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1746	HMPREF9024_01646	VBIPedAci303_1746		250048	252399	-	2352		DNA translocase FtsK	FIG00000287	PLF_1253_00000295	PGF_08155727			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1747	HMPREF9024_01647	VBIPedAci303_1747		252408	252926	-	519		tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	FIG00001105	PLF_1253_00000836	PGF_00413203		2.1.1.207|tRNA (cytidine(34)-2'-O)-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1748	HMPREF9024_01648	VBIPedAci303_1748		253096	254127	-	1032		UPF0118 membrane protein YubA	FIG00742251	PLF_1253_00000834	PGF_02009924			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1749		VBIPedAci303_1749		254156	254275	+	120		hypothetical protein		PLF_1253_00003023	PGF_02754061			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1750	HMPREF9024_01649	VBIPedAci303_1750		254259	254615	-	357		PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.198)	FIG00004715	PLF_1253_00000969	PGF_02754999			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1751	HMPREF9024_01650	VBIPedAci303_1751		254747	255760	+	1014		6-phosphogluconolactonase (EC 3.1.1.31)	FIG01264018	PLF_1253_00000245	PGF_05564656	GO:0017057|6-phosphogluconolactonase activity	3.1.1.31|6-phosphogluconolactonase	00030|Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1752	HMPREF9024_01651	VBIPedAci303_1752		255775	256404	+	630		Cytoplasmic copper homeostasis protein CutC	FIG01955809	PLF_1253_00000273	PGF_00420612			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1753	HMPREF9024_01652	VBIPedAci303_1753		256485	257834	-	1350		Mg/Co/Ni transporter MgtE, CBS domain-containing	FIG01955253	PLF_1253_00000028	PGF_04560429			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1754	HMPREF9024_01653	VBIPedAci303_1754		257834	258739	-	906		Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	FIG00014990	PLF_1253_00000713	PGF_10396914			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1755	HMPREF9024_01654	VBIPedAci303_1755		258729	259547	-	819		NAD kinase (EC 2.7.1.23)	FIG00000075	PLF_1253_00000545	PGF_08421732	GO:0003951|NAD+ kinase activity	2.7.1.23|NAD(+) kinase	00760|Nicotinate and nicotinamide metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1756	HMPREF9024_01655	VBIPedAci303_1756		259540	260154	-	615		GTP pyrophosphokinase (EC 2.7.6.5)	FIG00005237	PLF_1253_00000362	PGF_00007007	GO:0008728|GTP diphosphokinase activity	2.7.6.5|GTP diphosphokinase	00230|Purine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1757	HMPREF9024_01656	VBIPedAci303_1757		260320	260910	+	591		FIG00002411: Thioredoxin-fold protein	FIG00002411	PLF_1253_00000910	PGF_02754993			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1758	HMPREF9024_01657	VBIPedAci303_1758		261074	262123	-	1050		Competence protein CoiA	FIG00002141	PLF_1253_00001321	PGF_02152172			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1759	HMPREF9024_01658	VBIPedAci303_1759		262289	263011	-	723		ClpCP protease substrate adapter protein MecA	FIG00005813	PLF_1253_00000548	PGF_06519716			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1760	HMPREF9024_01659	VBIPedAci303_1760		263260	263658	-	399		Regulatory protein Spx	FIG00906570	PLF_1253_00001410	PGF_02019584			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1761	HMPREF9024_01660	VBIPedAci303_1761		263912	264649	-	738		Metal-dependent hydrolase of the beta-lactamase superfamily III	FIG01761603	PLF_1253_00000532	PGF_00020375			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	CDS	fig|563194.3.peg.1762	HMPREF9024_01661	VBIPedAci303_1762		264771	265226	+	456		hypothetical protein	FIG00906239	PLF_1253_00001531	PGF_02753392			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.22	HMPREF9024_02520	VBIPedAci303_r022		265670	265740	-	71		tRNA-Cys-GCA						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.23	HMPREF9024_02521	VBIPedAci303_r023		265817	265900	-	84		tRNA-Leu-CAA						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.24	HMPREF9024_02522	VBIPedAci303_r024		265945	266017	-	73		tRNA-His-GTG						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.25	HMPREF9024_02523	VBIPedAci303_r025		266023	266096	-	74		tRNA-Trp-CCA						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.26	HMPREF9024_02524	VBIPedAci303_r026		266150	266222	-	73		tRNA-Phe-GAA						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.27	HMPREF9024_02525	VBIPedAci303_r027		266248	266321	-	74		tRNA-Asp-GTC						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.28	HMPREF9024_02526	VBIPedAci303_r028		266337	266409	-	73		tRNA-Val-TAC						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.29	HMPREF9024_02527	VBIPedAci303_r029		266414	266485	-	72		tRNA-Glu-TTC						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730087	PATRIC	tRNA	fig|563194.3.rna.30	HMPREF9024_02528	VBIPedAci303_r030		266499	266590	-	92		tRNA-Ser-GGA						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	source					1	122048	+	122048								
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1763	HMPREF9024_01662	VBIPedAci303_1763		237	1460	+	1224		Uncharacterized MFS-type transporter	FIG00745610	PLF_1253_00001266	PGF_09996723			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1764	HMPREF9024_01663	VBIPedAci303_1764		1530	2783	-	1254		Tyrosyl-tRNA synthetase (EC 6.1.1.1)	FIG00346039	PLF_1253_00000170	PGF_00063916	GO:0004831|tyrosine-tRNA ligase activity	6.1.1.1|Tyrosine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1765		VBIPedAci303_1765		2890	3015	-	126		hypothetical protein	FIG00638284	PLF_1253_00001508	PGF_02753375			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1766	HMPREF9024_01664	VBIPedAci303_1766		3087	4175	-	1089		Putative Xaa-His dipeptidase	FIG00011140	PLF_1253_00000626	PGF_00039817			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1767		VBIPedAci303_1767		4514	4783	-	270		hypothetical protein	FIG00011140	PLF_1253_00003991	PGF_02754659			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1768	HMPREF9024_01665	VBIPedAci303_1768		5162	5800	-	639		hypothetical protein	FIG00906472	PLF_1253_00001494	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1769	HMPREF9024_01666	VBIPedAci303_1769		5910	6377	-	468		hypothetical protein	FIG00906557	PLF_1253_00001535	PGF_02753396			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1770	HMPREF9024_01667	VBIPedAci303_1770		6612	7919	-	1308		PTS system, cellobiose-specific IIC component	FIG00029916	PLF_1253_00000561	PGF_00029610			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1771	HMPREF9024_01668	VBIPedAci303_1771		8332	9447	-	1116		Outer surface protein of unknown function, cellobiose operon	FIG00001904	PLF_1253_00000126	PGF_00028476			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1772	HMPREF9024_01669	VBIPedAci303_1772		9602	10654	+	1053		hypothetical protein	FIG00906448	PLF_1253_00001460	PGF_02753341			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1773	HMPREF9024_01670	VBIPedAci303_1773		10795	11604	+	810		Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	FIG01958950	PLF_1253_00000417	PGF_00012963	GO:0008902|hydroxymethylpyrimidine kinase activity;GO:0008972|phosphomethylpyrimidine kinase activity	2.7.1.49|Hydroxymethylpyrimidine kinase;2.7.4.7|Phosphomethylpyrimidine kinase	00730|Thiamine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1774	HMPREF9024_01671	VBIPedAci303_1774		11697	12518	-	822		hypothetical protein	FIG00638284	PLF_1253_00001474	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1775	HMPREF9024_01672	VBIPedAci303_1775		12683	13288	+	606		Nitroreductase family protein	FIG01316199	PLF_1253_00000123	PGF_00026050			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1776	HMPREF9024_01673	VBIPedAci303_1776		13479	14975	-	1497		Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	FIG00139262	PLF_1253_00000601	PGF_00034569	GO:0047265|poly(glycerol-phosphate) alpha-glucosyltransferase activity	2.4.1.52|Poly(glycerol-phosphate) alpha-glucosyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1777	HMPREF9024_01674	VBIPedAci303_1777		14975	16573	-	1599		Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	FIG00139262	PLF_1253_00000602	PGF_00034569	GO:0047265|poly(glycerol-phosphate) alpha-glucosyltransferase activity	2.4.1.52|Poly(glycerol-phosphate) alpha-glucosyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1778	HMPREF9024_01675	VBIPedAci303_1778		16817	17791	-	975		Permease of the drug/metabolite transporter (DMT) superfamily	FIG00846773	PLF_1253_00000569	PGF_07201805	GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1779	HMPREF9024_01676	VBIPedAci303_1779		17883	19256	-	1374		Uncharacterized MFS-type transporter	FIG00638284	PLF_1253_00011072	PGF_09996723			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1780	HMPREF9024_01677	VBIPedAci303_1780		19601	19912	-	312		Transcriptional regulator	FIG00003845	PLF_1253_00003025	PGF_02754062			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1781	HMPREF9024_01678	VBIPedAci303_1781		19962	20231	-	270		SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent	FIG01955777	PLF_1253_00001240	PGF_00049844			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1782	HMPREF9024_01679	VBIPedAci303_1782		20398	21555	-	1158		Glycerate kinase (EC 2.7.1.31)	FIG00000456	PLF_1253_00001346	PGF_06728837	GO:0008887|glycerate kinase activity	2.7.1.31|Glycerate 3-kinase	00260|Glycine, serine and threonine metabolism;00561|Glycerolipid metabolism;00630|Glyoxylate and dicarboxylate metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1783	HMPREF9024_01680	VBIPedAci303_1783		22063	22983	+	921		L-lactate dehydrogenase (EC 1.1.1.27)	FIG00000812	PLF_1253_00000476	PGF_03941737	GO:0004459|L-lactate dehydrogenase activity	1.1.1.27|L-lactate dehydrogenase	00010|Glycolysis / Gluconeogenesis;00270|Cysteine and methionine metabolism;00620|Pyruvate metabolism;00640|Propanoate metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1784	HMPREF9024_01681	VBIPedAci303_1784		23178	23483	-	306		hypothetical protein	FIG00906120	PLF_1253_00001542	PGF_02753403			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1785	HMPREF9024_01682	VBIPedAci303_1785		23658	25322	+	1665		General stress protein	FIG01308517	PLF_1253_00000007	PGF_00007470			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1786		VBIPedAci303_1786		25641	25805	-	165		hypothetical protein	FIG00638284	PLF_1253_00001502	PGF_02753370			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1787		VBIPedAci303_1787		25909	26043	-	135		hypothetical protein	FIG00638284	PLF_1253_00001932	PGF_02753497			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1788	HMPREF9024_01683	VBIPedAci303_1788		25998	26852	+	855		Patatin-like phospholipase	FIG01312208	PLF_1253_00000974	PGF_00030083			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1789	HMPREF9024_01684	VBIPedAci303_1789		26901	27791	-	891		Transcriptional regulator, ArsR family	FIG00003845	PLF_1253_00001552	PGF_08030842	GO:0003700|transcription factor activity;GO:0005622|intracellular		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1790	HMPREF9024_01685	VBIPedAci303_1790		28051	29031	+	981		alpha-L-arabinofuranosidase II (EC 3.2.1.55)	FIG00017518	PLF_1253_00001318	PGF_00046273	GO:0046556|alpha-L-arabinofuranosidase activity	3.2.1.55|Non-reducing end alpha-L-arabinofuranosidase	00520|Amino sugar and nucleotide sugar metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1791	HMPREF9024_01686	VBIPedAci303_1791		29199	30293	+	1095		Lactose permease	FIG00134380	PLF_1253_00001358	PGF_00047030			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1792	HMPREF9024_01687	VBIPedAci303_1792		30597	31895	-	1299		Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	FIG00038456	PLF_1253_00001238	PGF_04591335	GO:0016154|pyrimidine-nucleoside phosphorylase activity	2.4.2.2|Pyrimidine-nucleoside phosphorylase	00240|Pyrimidine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1793	HMPREF9024_01688	VBIPedAci303_1793		31918	32868	-	951		Deoxyribonucleoside regulator DeoR (transcriptional repressor)	FIG00011057	PLF_1253_00001332	PGF_00422951			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1794	HMPREF9024_01689	VBIPedAci303_1794		32881	34146	-	1266		Guanine/hypoxanthine permease	FIG00711303	PLF_1253_00001347	PGF_00854027			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1795	HMPREF9024_01690	VBIPedAci303_1795		34181	35455	-	1275		nucleoside transport protein	FIG01318622	PLF_1253_00001510	PGF_00401851			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1796	HMPREF9024_01691	VBIPedAci303_1796		35469	36173	-	705		Purine nucleoside phosphorylase (EC 2.4.2.1)	FIG00000659	PLF_1253_00001233	PGF_00038987	GO:0004731|purine-nucleoside phosphorylase activity	2.4.2.1|Purine-nucleoside phosphorylase	00230|Purine metabolism;00240|Pyrimidine metabolism;00760|Nicotinate and nicotinamide metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1797	HMPREF9024_01692	VBIPedAci303_1797		36186	37376	-	1191		Phosphopentomutase (EC 5.4.2.7)	FIG00000738	PLF_1253_00001391	PGF_00033904	GO:0008973|phosphopentomutase activity	5.4.2.7|Phosphopentomutase	00030|Pentose phosphate pathway;00230|Purine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1798	HMPREF9024_01693	VBIPedAci303_1798		37415	38062	-	648		Deoxyribose-phosphate aldolase (EC 4.1.2.4)	FIG00000450	PLF_1253_00001177	PGF_05026985	GO:0004139|deoxyribose-phosphate aldolase activity	4.1.2.4|Deoxyribose-phosphate aldolase	00030|Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1799	HMPREF9024_01694	VBIPedAci303_1799		38486	39070	-	585		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	FIG01955868	PLF_1253_00000567	PGF_09954313		5.2.1.8|Peptidylprolyl isomerase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1800	HMPREF9024_01695	VBIPedAci303_1800		39189	39803	-	615		HAD-superfamily hydrolase, subfamily IA, variant 3:HAD-superfamily hydrolase, subfamily IA, variant 1	FIG00514300	PLF_1253_00001787	PGF_00010464			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1801	HMPREF9024_01696	VBIPedAci303_1801		39863	40840	-	978		Putative phosphosugar isomerase	FIG00906582	PLF_1253_00001406	PGF_00043266			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1802	HMPREF9024_01697	VBIPedAci303_1802		40894	41730	-	837		PTS system, mannose-specific IID component	FIG00000924	PLF_1253_00001389	PGF_00644224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1803	HMPREF9024_01698	VBIPedAci303_1803		41739	42521	-	783		PTS system, mannose-specific IIC component	FIG00011554	PLF_1253_00001388	PGF_01653368			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1804	HMPREF9024_01699	VBIPedAci303_1804		42534	43004	-	471		PTS system, mannose-specific IIA component (EC 2.7.1.191); PTS system, mannose-specific IIB component (EC 2.7.1.191)	FIG00137229	PLF_1253_00001336	PGF_03132686			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1805		VBIPedAci303_1805		43007	43366	-	360		PTS system, mannose-specific IIA component (EC 2.7.1.191)	FIG00002236	PLF_1253_00001386	PGF_06621789			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1806	HMPREF9024_01700	VBIPedAci303_1806		43504	46242	-	2739		NtrC family Transcriptional regulator, ATPase domain	FIG01333098	PLF_1253_00001086	PGF_00026324			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1807	HMPREF9024_01701	VBIPedAci303_1807		46967	47809	-	843		oxidoreductase of aldo/keto reductase family, subgroup 1	FIG01239241	PLF_1253_00001512	PGF_00402268			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1808	HMPREF9024_01702	VBIPedAci303_1808		47998	48801	-	804		Sialic acid utilization regulator, RpiR family	FIG00012267	PLF_1253_00000999	PGF_02146256	GO:0003700|transcription factor activity;GO:0005529|sugar binding;GO:0005975|carbohydrate metabolic process		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1809	HMPREF9024_01703	VBIPedAci303_1809		48815	49867	-	1053		Agmatine deiminase (EC 3.5.3.12)	FIG00001062	PLF_1253_00001067	PGF_00037006	GO:0047632|agmatine deiminase activity	3.5.3.12|Agmatine deiminase	00330|Arginine and proline metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1810	HMPREF9024_01704	VBIPedAci303_1810		50101	51195	-	1095		Agmatine deiminase (EC 3.5.3.12)	FIG00001062	PLF_1253_00000230	PGF_00037006	GO:0047632|agmatine deiminase activity	3.5.3.12|Agmatine deiminase	00330|Arginine and proline metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1811	HMPREF9024_01705	VBIPedAci303_1811		51192	52583	-	1392		Agmatine/putrescine antiporter, associated with agmatine catabolism	FIG00006117	PLF_1253_00000885	PGF_00037021			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1812	HMPREF9024_01706	VBIPedAci303_1812		52628	53659	-	1032		Putrescine carbamoyltransferase (EC 2.1.3.6)	FIG00006152	PLF_1253_00000990	PGF_00045728		2.1.3.6|Putrescine carbamoyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1813	HMPREF9024_01707	VBIPedAci303_1813		53886	54929	+	1044		hypothetical protein	FIG00510130	PLF_1253_00003480	PGF_00261462			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1814		VBIPedAci303_1814		54905	55051	+	147		hypothetical protein	FIG00510130	PLF_1253_00001476	PGF_00261462			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730088	PATRIC	CDS	fig|563194.3.peg.1815	HMPREF9024_01708	VBIPedAci303_1815		55094	56590	-	1497		Xylulose kinase (EC 2.7.1.17)	FIG00000793	PLF_1253_00001441	PGF_07639199	GO:0004856|xylulokinase activity	2.7.1.17|Xylulokinase	00040|Pentose and glucuronate interconversions
