Gene_ID,Start,End,Strand,Nr_ID,Nr_Description,Kegg_Gene_Name,Kegg_Definition,Kegg_EC,Kegg_Pathway,GO_ID,GO_terms,COG_ID,COG_Description,CAZy_Subject_ID,CAZy_activities,CAZy_note
1_2300 ,2432763,2433641,+,WP_003642573.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC-2.A,ABC-2 type transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|224054,"COG1131, CcmA, ABC-type multidrug transport system, ATPase component [Defense mechanisms].",--,--,--
1_2301 ,2433631,2434440,+,WP_058906789.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|225844,"COG3307, RfaL, Lipid A core - O-antigen ligase and related enzymes [Cell envelope biogenesis, outer membrane].",--,--,--
1_2302 ,2434556,2435026,-,WP_003644733.1,MULTISPECIES: universal stress protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223662,"COG0589, UspA, Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms].",--,--,--
1_2303 ,2435231,2435467,+,WP_011101903.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2304 ,2435545,2435961,+,WP_003642569.1,MULTISPECIES: GtrA family protein [Lactobacillus],--,--,--,--,GO:0000271,polysaccharide biosynthetic process,gnl|CDD|225155,"COG2246, COG2246, Predicted membrane protein [Function unknown].",--,--,--
1_2305 ,2436100,2436573,-,WP_003642567.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2306 ,2436750,2437076,+,WP_013355839.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_2307 ,2437227,2437409,+,WP_003645852.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2308 ,2437445,2438641,-,WP_003642565.1,MULTISPECIES: pyridoxal phosphate-dependent aminotransferase [Lactobacillus],"patB, malY",cystathione beta-lyase ,EC:4.4.1.8,ko00270 Cysteine and methionine metabolism;ko00450 Selenocompound metabolism;ko01230 Biosynthesis of amino acids;,GO:0003824,catalytic activity,gnl|CDD|224090,"COG1168, MalY, Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities [Amino acid transport and metabolism].",--,--,--
1_2309 ,2438969,2439469,-,WP_003644734.1,MULTISPECIES: phosphohydrolase [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2310 ,2439677,2440315,-,WP_003642563.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2311 ,2440508,2440825,+,WP_003642562.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2312 ,2440825,2440923,+,OAZ74613.1,hypothetical protein SRCM101060_01808 [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_2313 ,2441093,2442817,-,WP_011101904.1,alpha-glycosidase [Lactobacillus plantarum],amyM,maltogenic alpha-amylase&#160; ,EC:3.2.1.133,ko00500 Starch and sucrose metabolism;,GO:0003824,catalytic activity,gnl|CDD|223443,"COG0366, AmyA, Glycosidases [Carbohydrate transport and metabolism].",ALF14976.1,Modules of approx. 120 residues. Granular starch-binding function has been demonstrated in the case of Thermoactinomyces vulgaris R-47 alpha-amylase 1 (TVAI).,Formerly known as X21 modules.
1_2314 ,2442961,2444454,+,WP_011101905.1,MULTISPECIES: threonine synthase [Lactobacillus],thrC,threonine synthase ,EC:4.2.3.1,"ko00260 Glycine, serine and threonine metabolism;ko00750 Vitamin B6 metabolism;ko01230 Biosynthesis of amino acids;",--,--,gnl|CDD|223572,"COG0498, ThrC, Threonine synthase [Amino acid transport and metabolism].",--,--,--
1_2315 ,2444469,2445266,+,KRL98368.1,HAD superfamily hydrolase [Lactobacillus plantarum subsp. argentoratensis DSM 16365],SPP,sucrose-6-phosphatase&#160; ,EC:3.1.3.24,ko00500 Starch and sucrose metabolism;,GO:0016787,hydrolase activity,gnl|CDD|223635,"COG0561, Cof, Predicted hydrolases of the HAD superfamily [General function prediction only].",--,--,--
1_2316 ,2445338,2445973,+,WP_013355841.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|224276,"COG1357, COG1357, Pentapeptide repeats containing protein [Function unknown].",--,--,--
1_2317 ,2446153,2446794,-,EFK29001.1,bacterial transferase hexapeptide repeat protein [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],maa,maltose O-acetyltransferase ,EC:2.3.1.79,,GO:0016407,acetyltransferase activity,gnl|CDD|223188,"COG0110, WbbJ, Acetyltransferase (isoleucine patch superfamily) [General function prediction only].",CBJ22900.1,"lipopolysaccharide alpha-1,3-galactosyltransferase (EC 2.4.1.44);  UDP-Glc: (glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.-); lipopolysaccharide glucosyltransferase 1 (EC 2.4.1.58); glycogenin glucosyltransferase (EC 2.4.1.186); inositol 1-alpha-galactosyltransferase (galactinol synthase) (EC 2.4.1.123); homogalacturonan alpha-1,4-galacturonosyltransferase (EC 2.4.1.43); UDP-GlcA: xylan alpha-glucuronyltransferase (EC 2.4.1.-)",Distant similarity to family GT24
1_2318 ,2446770,2447336,-,WP_013355842.1,NUDIX hydrolase [Lactobacillus plantarum],nudF,ADP-ribose pyrophosphatase ,EC:3.6.1.13,ko00230 Purine metabolism;,GO:0016787,hydrolase activity,gnl|CDD|223568,"COG0494, MutT, NTP pyrophosphohydrolases including oxidative damage repair enzymes [DNA replication, recombination, and repair / General function prediction only].",--,--,--
1_2319 ,2447352,2447720,-,WP_060417434.1,HIT family protein [Lactobacillus plantarum],--,--,--,--,GO:0003824,catalytic activity,gnl|CDD|223611,"COG0537, Hit, Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases [Nucleotide transport and metabolism / Carbohydrate transport and metabolism / General function prediction only].",--,--,--
1_2320 ,2447736,2448482,-,WP_003642554.1,MULTISPECIES: 3-oxoacyl-ACP reductase [Lactobacillus],fabG,3-oxoacyl-acyl-carrier protein reductase ,EC:1.1.1.100,ko00061 Fatty acid biosynthesis;ko00780 Biotin metabolism;ko01040 Biosynthesis of unsaturated fatty acids;ko01212 Fatty acid metabolism;,--,--,gnl|CDD|223959,"COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",--,--,--
1_2321 ,2448482,2448703,-,ACT63106.1,conserved hypothetical protein [Lactobacillus plantarum JDM1],--,--,--,--,--,--,--,--,--,--,--
1_2322 ,2448868,2449959,+,WP_013355844.1,DUF871 domain-containing protein [Lactobacillus plantarum],K09963,uncharacterized protein,--,,GO:0003824,catalytic activity,gnl|CDD|226117,"COG3589, COG3589, Uncharacterized conserved protein [Function unknown].",--,--,--
1_2323 ,2449987,2451168,+,WP_003642551.1,MULTISPECIES: GNAT family N-acetyltransferase [Lactobacillus],--,--,--,--,--,--,gnl|CDD|226925,"COG4552, Eis, Predicted acetyltransferase involved in intracellular survival and related acetyltransferases [General function prediction only].",--,--,--
1_2324 ,2452058,2453362,+,WP_013355845.1,MFS transporter [Lactobacillus plantarum],--,--,--,--,GO:0016021,integral component of membrane,--,--,--,--,--
1_2325 ,2453743,2454252,-,WP_011101910.1,transcription repressor NadR [Lactobacillus plantarum],K07105,uncharacterized protein,--,,GO:0036094,small molecule binding,gnl|CDD|224740,"COG1827, COG1827, Predicted small molecule binding protein (contains 3H domain) [General function prediction only].",--,--,--
1_2326 ,2454398,2455831,+,WP_013355846.1,nicotinate phosphoribosyltransferase [Lactobacillus plantarum],"pncB, NAPRT1",nicotinate phosphoribosyltransferase ,EC:6.3.4.21,ko00760 Nicotinate and nicotinamide metabolism;,GO:0003824,catalytic activity,gnl|CDD|224405,"COG1488, PncB, Nicotinic acid phosphoribosyltransferase [Coenzyme metabolism].",--,--,--
1_2327 ,2455935,2456606,-,WP_003642548.1,MULTISPECIES: TetR/AcrR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|224228,"COG1309, AcrR, Transcriptional regulator [Transcription].",--,--,--
1_2328 ,2456611,2457861,-,WP_016511800.1,MULTISPECIES: ABC transporter permease [Lactobacillus],ABC-2.P,ABC-2 type transport system permease protein,--,,GO:0016021,integral component of membrane,gnl|CDD|223912,"COG0842, COG0842, ABC-type multidrug transport system, permease component [Defense mechanisms].",--,--,--
1_2329 ,2457839,2458582,-,WP_003642546.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC-2.A,ABC-2 type transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|224054,"COG1131, CcmA, ABC-type multidrug transport system, ATPase component [Defense mechanisms].",AMD89422.1,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); GDP-Man alpha-mannosyltransferase (EC 2.4.1.-); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); digalactosyldiacylglycerol synthase (EC 2.4.1.141); trehalose phosphorylase (EC 2.4.1.231); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-)",nan
1_2330 ,2458802,2460112,-,WP_003642545.1,D-serine ammonia-lyase [Lactobacillus plantarum],dsdA,D-serine dehydratase ,EC:4.3.1.18,"ko00260 Glycine, serine and threonine metabolism;",GO:0006520,cellular amino acid metabolic process,gnl|CDD|225590,"COG3048, DsdA, D-serine dehydratase [Amino acid transport and metabolism].",--,--,--
1_2331 ,2460622,2462064,-,WP_013355847.1,6-phospho-beta-glucosidase [Lactobacillus plantarum],"E3.2.1.86B, bglA",6-phospho-beta-glucosidase ,EC:3.2.1.86,ko00010 Glycolysis / Gluconeogenesis;ko00500 Starch and sucrose metabolism;,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",gnl|CDD|225343,"COG2723, BglB, Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase [Carbohydrate transport and metabolism].",AMX11159.1,"beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); hydroxyisourate hydrolase (EC 3.-.-.-); beta-glycosidase (EC 3.2.1.-)",nan
1_2332 ,2462082,2463521,-,WP_013355848.1,glycosyl hydrolase family protein [Lactobacillus plantarum],"E3.2.1.86B, bglA",6-phospho-beta-glucosidase ,EC:3.2.1.86,ko00010 Glycolysis / Gluconeogenesis;ko00500 Starch and sucrose metabolism;,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",gnl|CDD|225343,"COG2723, BglB, Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase [Carbohydrate transport and metabolism].",AGO08864.1,"beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); hydroxyisourate hydrolase (EC 3.-.-.-); beta-glycosidase (EC 3.2.1.-)",nan
1_2333 ,2463715,2464062,-,WP_003639489.1,MULTISPECIES: PTS lactose/cellobiose transporter subunit IIA [Lactobacillus],"PTS-Cel-EIIA, celC, chbA","PTS system, cellobiose-specific IIA component ",EC:2.7.1.196 2.7.1.205,ko00500 Starch and sucrose metabolism;ko02060 Phosphotransferase system (PTS);,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,gnl|CDD|224364,"COG1447, CelC, Phosphotransferase system cellobiose-specific component IIA [Carbohydrate transport and metabolism].",--,--,--
1_2334 ,2464163,2464480,-,WP_003639490.1,MULTISPECIES: PTS sugar transporter subunit IIB [Lactobacillus],"PTS-Cel-EIIB, celA, chbB","PTS system, cellobiose-specific IIB component ",EC:2.7.1.196 2.7.1.205,ko00500 Starch and sucrose metabolism;ko02060 Phosphotransferase system (PTS);,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,gnl|CDD|224357,"COG1440, CelA, Phosphotransferase system cellobiose-specific component IIB [Carbohydrate transport and metabolism].",--,--,--
1_2335 ,2464675,2465382,+,KRN38619.1,transcription regulator [Lactobacillus plantarum],yydK,"GntR family transcriptional regulator, transcriptional regulator of bglA",--,,GO:0003677,DNA binding,gnl|CDD|225099,"COG2188, PhnF, Transcriptional regulators [Transcription].",--,--,--
1_2336 ,2465475,2466209,+,WP_003642540.1,MULTISPECIES: glycosyltransferase family 2 protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223539,"COG0463, WcaA, Glycosyltransferases involved in cell wall biogenesis [Cell envelope biogenesis, outer membrane].",AGL64989.1,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenolÃ¯Â¿Â½mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","Distant similarity to families GT12, GT21, GT27, GT55, GT81 etc."
1_2337 ,2466530,2467204,+,ACT63123.1,phosphoglycerate mutase [Lactobacillus plantarum JDM1],gpmB,probable phosphoglycerate mutase ,EC:5.4.2.12,"ko00010 Glycolysis / Gluconeogenesis;ko00260 Glycine, serine and threonine metabolism;ko00680 Methane metabolism;ko01200 Carbon metabolism;ko01230 Biosynthesis of amino acids;",GO:0003824,catalytic activity,gnl|CDD|223483,"COG0406, phoE, Broad specificity phosphatase PhoE and related phosphatases [General function prediction only].",--,--,--
1_2338 ,2467188,2467676,-,WP_003642538.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2339 ,2467864,2468697,-,WP_003642537.1,MULTISPECIES: Cof-type HAD-IIB family hydrolase [Lactobacillus],SPP,sucrose-6-phosphatase&#160; ,EC:3.1.3.24,ko00500 Starch and sucrose metabolism;,GO:0016787,hydrolase activity,gnl|CDD|223635,"COG0561, Cof, Predicted hydrolases of the HAD superfamily [General function prediction only].",--,--,--
1_2340 ,2469467,2470486,+,WP_003644739.1,MULTISPECIES: ketopantoate reductase family protein [Lactobacillus],"panE, apbA",2-dehydropantoate 2-reductase ,EC:1.1.1.169,ko00770 Pantothenate and CoA biosynthesis;,GO:0008677,2-dehydropantoate 2-reductase activity,gnl|CDD|224805,"COG1893, ApbA, Ketopantoate reductase [Coenzyme metabolism].",--,--,--
1_2341 ,2470559,2471485,+,WP_058906788.1,EamA family transporter [Lactobacillus plantarum],--,--,--,--,GO:0016020,membrane,gnl|CDD|223769,"COG0697, RhaT, Permeases of the drug/metabolite transporter (DMT) superfamily [Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only].",--,--,--
1_2342 ,2471583,2472533,-,WP_003642534.1,MULTISPECIES: 3-phosphoglycerate dehydrogenase [Lactobacillus],--,--,--,--,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",gnl|CDD|223189,"COG0111, SerA, Phosphoglycerate dehydrogenase and related dehydrogenases [Amino acid transport and metabolism].",--,--,--
1_2343 ,2472809,2473381,-,POD85778.1,hypothetical protein S101258_01331 [Lactobacillus plantarum subsp. plantarum],K06988,uncharacterized protein,--,,--,--,gnl|CDD|224996,"COG2085, COG2085, Predicted dinucleotide-binding enzymes [General function prediction only].",--,--,--
1_2344 ,2473715,2475862,-,ERO40171.1,hypothetical protein LPLWJ_27220 [Lactobacillus plantarum WJL],--,--,--,--,--,--,--,--,--,--,--
1_2345 ,2476095,2476541,+,WP_003642531.1,MULTISPECIES: flavodoxin [Lactobacillus],--,--,--,--,GO:0010181,FMN binding,gnl|CDD|223788,"COG0716, FldA, Flavodoxins [Energy production and conversion].",--,--,--
1_2346 ,2476713,2479283,-,KZD99664.1,hypothetical protein FBR5_0251 [Lactobacillus plantarum],--,--,--,--,--,--,--,--,BAN70638.1,"invertase (EC 3.2.1.26); endo-inulinase (EC 3.2.1.7); beta-2,6-fructan 6-levanbiohydrolase (EC 3.2.1.64); endo-levanase (EC 3.2.1.65); exo-inulinase (EC 3.2.1.80); fructan beta-(2,1)-fructosidase/1-exohydrolase (EC 3.2.1.153); fructan beta-(2,6)-fructosidase/6-exohydrolase (EC 3.2.1.154); sucrose:sucrose 1-fructosyltransferase (EC 2.4.1.99); fructan:fructan 1-fructosyltransferase (EC 2.4.1.100); sucrose:fructan 6-fructosyltransferase (EC 2.4.1.10); fructan:fructan 6G-fructosyltransferase (EC 2.4.1.243); levan fructosyltransferase (EC 2.4.1.-)",nan
1_2347 ,2479392,2479832,-,WP_114685098.1,DUF5011 domain-containing protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_2348 ,2479855,2482857,-,WP_033098946.1,BspA family leucine-rich repeat surface protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,BAN70638.1,"invertase (EC 3.2.1.26); endo-inulinase (EC 3.2.1.7); beta-2,6-fructan 6-levanbiohydrolase (EC 3.2.1.64); endo-levanase (EC 3.2.1.65); exo-inulinase (EC 3.2.1.80); fructan beta-(2,1)-fructosidase/1-exohydrolase (EC 3.2.1.153); fructan beta-(2,6)-fructosidase/6-exohydrolase (EC 3.2.1.154); sucrose:sucrose 1-fructosyltransferase (EC 2.4.1.99); fructan:fructan 1-fructosyltransferase (EC 2.4.1.100); sucrose:fructan 6-fructosyltransferase (EC 2.4.1.10); fructan:fructan 6G-fructosyltransferase (EC 2.4.1.243); levan fructosyltransferase (EC 2.4.1.-)",nan
1_2349 ,2483358,2483579,-,ACT63133.1,conserved hypothetical protein [Lactobacillus plantarum JDM1],--,--,--,--,--,--,--,--,--,--,--
1_2350 ,2483585,2484358,-,ERO40165.1,3-dehydroquinate dehydratase [Lactobacillus plantarum WJL],aroD,3-dehydroquinate dehydratase I ,EC:4.2.1.10,"ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis;ko01230 Biosynthesis of amino acids;",GO:0003824,catalytic activity,gnl|CDD|223782,"COG0710, AroD, 3-dehydroquinate dehydratase [Amino acid transport and metabolism].",--,--,--
1_2351 ,2484551,2485987,+,WP_013355857.1,MULTISPECIES: amino acid permease [Lactobacillus],--,--,--,--,GO:0016020,membrane,gnl|CDD|223605,"COG0531, PotE, Amino acid transporters [Amino acid transport and metabolism].",--,--,--
1_2352 ,2486278,2486733,+,WP_003645827.1,MULTISPECIES: MarR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|224759,"COG1846, MarR, Transcriptional regulators [Transcription].",--,--,--
1_2353 ,2486962,2487828,-,WP_013355859.1,aldo/keto reductase [Lactobacillus plantarum],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2354 ,2487847,2488710,-,WP_003644747.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2355 ,2488832,2489731,+,WP_003642521.1,MULTISPECIES: LysR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223656,"COG0583, LysR, Transcriptional regulator [Transcription].",--,--,--
1_2356 ,2489971,2490189,-,PCM00598.1,hypothetical protein B5J96_2353 [Lactobacillus plantarum],tRNA-Thr,tRNA Thr,--,ko00970 Aminoacyl-tRNA biosynthesis;,--,--,--,--,--,--,--
1_2357 ,2492255,2492584,+,GBF03822.1,hypothetical protein LPPLD21_03393 [Lactobacillus paraplantarum],"23SrRNA, rrl",23S ribosomal RNA,--,ko03010 Ribosome;,--,--,--,--,--,--,--
1_2358 ,2495689,2496354,+,WP_003644748.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2359 ,2496779,2498035,+,WP_003642093.1,MULTISPECIES: tyrosine--tRNA ligase [Lactobacillus],"YARS, tyrS",tyrosyl-tRNA synthetase ,EC:6.1.1.1,ko00970 Aminoacyl-tRNA biosynthesis;,GO:0000166,nucleotide binding,gnl|CDD|223240,"COG0162, TyrS, Tyrosyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",--,--,--
1_2360 ,2498182,2498685,+,CDN29189.1,hypothetical protein LP80_2513 [Lactobacillus plantarum],--,--,--,--,GO:0016020,membrane,gnl|CDD|227064,"COG4720, COG4720, Predicted membrane protein [Function unknown].",--,--,--
1_2361 ,2499115,2500053,-,KZD96323.1,lysin [Lactobacillus plantarum],--,--,--,--,GO:0003796,lysozyme activity,gnl|CDD|226280,"COG3757, Acm, Lyzozyme M1 (1,4-beta-N-acetylmuramidase) [Cell envelope biogenesis, outer membrane].",ALV14064.1,lysozyme (EC 3.2.1.17),nan
1_2362 ,2500525,2501295,-,WP_013355862.1,MULTISPECIES: membrane protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|227323,"COG4990, COG4990, Uncharacterized protein conserved in bacteria [Function unknown].",--,--,--
1_2363 ,2501881,2502384,+,WP_003642097.1,MULTISPECIES: DUF1694 domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|227793,"COG5506, COG5506, Uncharacterized conserved protein [Function unknown].",--,--,--
1_2364 ,2503317,2503994,-,WP_003642100.1,MULTISPECIES: DUF554 domain-containing protein [Lactobacillus],K07150,uncharacterized protein,--,,--,--,gnl|CDD|224724,"COG1811, COG1811, Uncharacterized membrane protein, possible Na+ channel or pump [General function prediction only].",--,--,--
1_2365 ,2504090,2504905,-,WP_003642101.1,MULTISPECIES: MerR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|223860,"COG0789, SoxR, Predicted transcriptional regulators [Transcription].",--,--,--
1_2366 ,2505101,2506399,-,WP_003644750.1,MULTISPECIES: cation:dicarboxylase symporter family transporter [Lactobacillus],"gltP, gltT",proton glutamate symport protein,--,,GO:0015293,symporter activity,gnl|CDD|224220,"COG1301, GltP, Na+/H+-dicarboxylate symporters [Energy production and conversion].",--,--,--
1_2367 ,2506783,2507286,-,WP_003642103.1,MULTISPECIES: DUF1440 domain-containing protein [Lactobacillus],yagU,putative membrane protein,--,,--,--,gnl|CDD|226008,"COG3477, COG3477, Predicted periplasmic/secreted protein [Function unknown].",--,--,--
1_2368 ,2507459,2508526,+,WP_013355863.1,MULTISPECIES: FtsX-like permease family protein [Lactobacillus],ABC.CD.P,putative ABC transport system permease protein,--,,--,--,gnl|CDD|226957,"COG4591, LolE, ABC-type transport system, involved in lipoprotein release, permease component [Cell envelope biogenesis, outer membrane].",--,--,--
1_2369 ,2508541,2509221,+,WP_003642105.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC.CD.A,putative ABC transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|224059,"COG1136, SalX, ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].",ACL49294.1,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); GDP-Man alpha-mannosyltransferase (EC 2.4.1.-); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); digalactosyldiacylglycerol synthase (EC 2.4.1.141); trehalose phosphorylase (EC 2.4.1.231); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-)",nan
1_2370 ,2509449,2510000,-,WP_013355864.1,MULTISPECIES: ECF transporter S component [Lactobacillus],qrtT,energy-coupling factor transport system substrate-specific component,--,,GO:0005215,transporter activity,gnl|CDD|227064,"COG4720, COG4720, Predicted membrane protein [Function unknown].",--,--,--
1_2371 ,2509997,2510977,-,WP_013355865.1,MULTISPECIES: purine nucleosidase [Lactobacillus],iunH,purine nucleosidase ,EC:3.2.2.1,ko00230 Purine metabolism;ko00760 Nicotinate and nicotinamide metabolism;,--,--,gnl|CDD|224868,"COG1957, URH1, Inosine-uridine nucleoside N-ribohydrolase [Nucleotide transport and metabolism].",--,--,--
1_2372 ,2511398,2511937,+,WP_013355866.1,MULTISPECIES: dihydrofolate reductase [Lactobacillus],--,--,--,--,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,gnl|CDD|223340,"COG0262, FolA, Dihydrofolate reductase [Coenzyme metabolism].",--,--,--
1_2373 ,2512001,2513167,-,WP_022638700.1,MULTISPECIES: cation:proton antiporter [Lactobacillus],--,--,--,--,GO:0006812,cation transport,gnl|CDD|223551,"COG0475, KefB, Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].",--,--,--
1_2374 ,2513363,2514040,+,WP_021355942.1,MULTISPECIES: membrane protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2375 ,2514109,2515035,+,WP_058906786.1,AEC family transporter [Lactobacillus plantarum],K07088,uncharacterized protein,--,,GO:0016021,integral component of membrane,gnl|CDD|223751,"COG0679, COG0679, Predicted permeases [General function prediction only].",--,--,--
1_2376 ,2515298,2516698,-,WP_011101929.1,MULTISPECIES: aspartate ammonia-lyase [Lactobacillus],aspA,aspartate ammonia-lyase ,EC:4.3.1.1,"ko00250 Alanine, aspartate and glutamate metabolism;",GO:0003824,catalytic activity,gnl|CDD|223958,"COG1027, AspA, Aspartate ammonia-lyase [Amino acid transport and metabolism].",--,--,--
